accountid,amount,closedate,opportunityid,opportunity_creation_date__c,ownerid,primary_application__c,stagename,sales_team__c
0014v00002eXh2OAAS,3000,7/30/2022,0064v00001wJFxxAAG,5/19/2022,0054v00000Ee1TPAAZ,Workstations,Closed Lost,EMEA 1
0016g00000CWvRvAAL,2524.36,6/30/2022,0064v00001wJFoCAAW,5/19/2022,0054v00000E76uaAAB,Robot Pedestals & Bases,Design Review,HVS 4
0014v00002WHTslAAH,14978.89,6/27/2022,0064v00001wJG9eAAG,5/19/2022,0054v00000Ef8J4AAJ,Conveyors,Closing Stage,HVS BOS
0016g00000BVxFIAA1,1000,5/31/2022,0064v00001wJFmpAAG,5/19/2022,0054v00000EeKcBAAV,Jigs & Fixtures,Closed Lost,HVS 1
0014v00002LBu1pAAD,625.39,5/19/2022,0064v00001wJFxEAAW,5/19/2022,0054v00000EIPPIAA5,Parts,Closed Won,HVS 2
0014v00002hFa7oAAC,144000,7/29/2022,0064v00001wJG2TAAW,5/19/2022,0054v00000Eev0xAAB,Robot with Framing,Project Quoted,EMEA 1
0014v00002hFZlRAAW,7229.59,5/19/2022,0064v00001wJFu5AAG,5/19/2022,0054v00000EdgdTAAR,Part Presenters,Closed Won,EMEA 2
0014v00002hFZlSAAW,100000,9/30/2022,0064v00001wJFu6AAG,5/19/2022,0054v00000Ee1TPAAZ,Cartesian Palletizer,Prospect,EMEA 1
0014v00002JipJuAAJ,10000,8/15/2022,0064v00001wJG53AAG,5/19/2022,0054v00000EEeOCAA1,Conveyors,Closed Lost,HVS 3
0014v00002hFZ9DAAW,500,8/31/2022,0064v00001wJFpAAAW,5/19/2022,0054v00000EfS0bAAF,Parts,Prospect,HVS 5
0016g00000Yzq1UAAR,7000,7/31/2022,0064v00001wJFnFAAW,5/19/2022,0054v00000EEeP5AAL,Robot Pedestals & Bases,Project Quoted,HVS 1
0014v00002fvJ40AAE,4000,8/31/2022,0064v00001wJG0NAAW,5/19/2022,0054v00000EeqrNAAR,Jigs & Fixtures,Prospect,EMEA 2
0014v00002hFZlRAAW,115.76,5/19/2022,0064v00001wJFygAAG,5/19/2022,0054v00000EdgdTAAR,Part Presenters,Closed Won,EMEA 2
0016g00000UiLSTAA3,7000,10/31/2022,0064v00001wJFqXAAW,5/19/2022,0054v00000EflVnAAJ,Safety Enclosures,Prospect,EMEA 1
0014v00002hFZeaAAG,5000,9/30/2022,0064v00001wJFsTAAW,5/19/2022,0054v00000EflVnAAJ,Shelves & Racks,Prospect,EMEA 1
0014v00002hFZR7AAO,50000,10/20/2022,0064v00001wJFmfAAG,5/19/2022,0054v00000EEeOCAA1,Custom Machines,Closed Lost,HVS 3
0014v00002WGvOFAA1,1195.43,6/14/2022,0064v00001wJG2iAAG,5/19/2022,0054v00000E76uBAAR,Workstations,Closed Won,HVS 4
0014v00002fvM6WAAU,50000,9/30/2022,0064v00001wJFfoAAG,5/19/2022,0054v00000Ef8I1AAJ,Gantry Robot,Closed Lost,HVS 2
0014v00002hE9LvAAK,10000,9/30/2022,0064v00001wJFf0AAG,5/19/2022,0054v00000Ef8I1AAJ,Conveyors,Project Discovery,HVS 2
0014v00002ThV7QAAV,50000,12/31/2022,0064v00001wJFnsAAG,5/19/2022,0054v00000E5wVdAAJ,Custom Machines,Prospect,HVS 3
0014v00002hFUjZAAW,511.1,5/20/2022,0064v00001wJFrpAAG,5/19/2022,0054v00000Ef8IVAAZ,Jigs & Fixtures,Closed Won,HVS BOS
0014v00002hFZztAAG,110.88,5/27/2022,0064v00001wJFylAAG,5/19/2022,0054v00000E5wUpAAJ,Robot Pedestals & Bases,Closed Won,HVS 1
0014v00002hEdkTAAS,10000,12/31/2022,0064v00001wJFqIAAW,5/19/2022,0054v00000EfQRfAAN,Support Structure,Prospect,EMEA 2
0014v00002hFZOIAA4,500,6/30/2022,0064v00001wJFlhAAG,5/19/2022,0054v00000EEeOqAAL,Robot Range Extender,Closed Lost,HVS 2
0014v00002hFakeAAC,12000,7/29/2022,0064v00001wJGFhAAO,5/19/2022,0056g0000056q5dAAA,Custom Machines,Project Quoted,Strategic Sales
0014v00002hE8YJAA0,150000,12/30/2022,0064v00001wJGFwAAO,5/19/2022,0054v00000Edh3RAAR,Cobot Palletizer,Project Discovery,HVS 5
0016g00000BVweEAAT,5631.61,5/20/2022,0064v00001wJFuPAAW,5/19/2022,0056g0000049sqgAAA,Safety Enclosures,Closed Won,Strategic Sales
0016g00000CWvOeAAL,15000,7/29/2022,0064v00001wJFxiAAG,5/19/2022,0054v00000EIPPIAA5,Jigs & Fixtures,Project Quoted,HVS 2
0014v00002hFgmGAAS,1500,6/30/2022,0064v00001wJHVwAAO,5/20/2022,0054v00000E6aXFAAZ,Jigs & Fixtures,Closed Lost,HVS 3
0014v00002WHoYFAA1,103.13,5/20/2022,0064v00001wJHooAAG,5/20/2022,0054v00000E76uVAAR,Parts,Closed Won,HVS 4
0014v00002M9zwuAAB,5000,7/31/2022,0064v00001wJHU0AAO,5/20/2022,0054v00000E6aXFAAZ,Safety Enclosures,Project Discovery,HVS 3
0016g00000CWvXOAA1,2026.03,7/27/2022,0064v00001wJHVhAAO,5/20/2022,0054v00000E76u6AAB,Support Structure,Project Discovery,HVS 2
0014v00002hFIBSAA4,20000,9/30/2022,0064v00001wJHlLAAW,5/20/2022,0054v00000E76uaAAB,Shelves & Racks,Project Discovery,HVS 4
0016g00000CWv6OAAT,9702.72,6/30/2022,0064v00001wJHrEAAW,5/20/2022,0054v00000E76uVAAR,Safety Enclosures,Closing Stage,HVS 4
0014v00002hFbliAAC,100000,9/30/2022,0064v00001wJHzDAAW,5/20/2022,0054v00000E5wVdAAJ,Robotic Tending Cells,Prospect,HVS 3
0014v00002hFhXbAAK,1000,6/30/2022,0064v00001wJHilAAG,5/20/2022,0056g00000572OUAAY,Support Structure,Project Quoted,HVS 1
0014v00002hFicwAAC,30000,11/30/2022,0064v00001wJI3eAAG,5/20/2022,0054v00000EfS0vAAF,Gantry Robot,Prospect,HVS 5
0014v00002eXrR7AAK,4000,6/10/2022,0064v00001wJHeZAAW,5/20/2022,0056g0000049sqfAAA,Workstations,Design Review,HVS 3
0016g00000CWv5hAAD,839.37,5/23/2022,0064v00001wJHmEAAW,5/20/2022,0056g0000049sqkAAA,Jigs & Fixtures,Closed Won,Strategic Sales
0016g00000BVxSOAA1,50000,8/31/2022,0064v00001wJHoyAAG,5/20/2022,0054v00000Ef8IVAAZ,Cobot Palletizer,Project Discovery,HVS BOS
0014v00002KCjK0AAL,100000,12/31/2022,0064v00001wJHe0AAG,5/20/2022,0054v00000EfQRfAAN,Cobot Palletizer,Project Discovery,EMEA 2
0014v00002YT72DAAT,50000,9/30/2022,0064v00001wJHkXAAW,5/20/2022,0054v00000E5wUpAAJ,Robot Pedestals & Bases,Prospect,HVS 1
0016g00000Yzq1UAAR,100000,7/15/2022,0064v00001wJHYCAA4,5/20/2022,0054v00000EEeP5AAL,AGV Top Modules,Project Quoted,HVS 1
0016g00000CWw8tAAD,222.24,5/19/2022,0064v00001wJHqGAAW,5/20/2022,0054v00000EfDVZAA3,Parts,Closed Won,HVS 1
0014v00002hEYK8AAO,40000,11/30/2022,0064v00001wJHpDAAW,5/20/2022,0054v00000Edh3HAAR,Conveyors,Prospect,HVS 1
0014v00002KDpvaAAD,105.66,5/20/2022,0064v00001wJHw9AAG,5/20/2022,0054v00000E76uBAAR,Parts,Closed Won,HVS 4
0014v00002hFgaZAAS,1985.65,6/30/2022,0064v00001wJHRkAAO,5/20/2022,0054v00000EeKcBAAV,Safety Enclosures,Closed Lost,HVS 1
0014v00002hFgdJAAS,150000,8/31/2022,0064v00001wJHSTAA4,5/20/2022,0054v00000EfS0vAAF,Cobot Palletizer,Prospect,HVS 5
0014v00002hFgtMAAS,3156.4,7/29/2022,0064v00001wJHWzAAO,5/20/2022,0054v00000EdgdOAAR,Jigs & Fixtures,Design Review,EMEA 1
0016g00000CWuzZAAT,7000,7/31/2022,0064v00001wJHt5AAG,5/20/2022,0054v00000E76uaAAB,Robot Pedestals & Bases,Design Review,HVS 4
0016g00000PvAmYAAV,2487.23,7/29/2021,0064v00001s7JinAAE,6/18/2021,0054v00000EEeOqAAL,Conveyors,Closed Won,HVS 2
0014v00002hFYgcAAG,50000,7/31/2022,0064v00001wJFSdAAO,5/19/2022,0054v00000EdgdTAAR,Robot Pedestals & Bases,Design Review,EMEA 2
0014v00002hFYlUAAW,100000,8/31/2022,0064v00001wJFYTAA4,5/19/2022,0054v00000EfQRaAAN,Robotic Tending Cells,Closed Lost,EMEA 2
0014v00002hFYlUAAW,3000,8/31/2022,0064v00001wJFYiAAO,5/19/2022,0054v00000EfQRaAAN,Industrial Carts,Closed Lost,EMEA 2
0016g00000XduLDAAZ,0,6/30/2022,0064v00001wJFZHAA4,5/19/2022,0054v00000EdgdOAAR,Parts,Closed Lost,EMEA 1
0014v00002hDpEIAA0,100000,9/30/2022,0064v00001wJFaAAAW,5/19/2022,0054v00000Ef8IGAAZ,Custom Machines,Project Quoted,HVS 4
0014v00002eWk2nAAC,100000,8/31/2022,0064v00001wJFaFAAW,5/19/2022,0054v00000Ef8IGAAZ,Safety Enclosures,Project Discovery,HVS 4
0014v00002O5nGfAAJ,10000,12/20/2021,0064v00001s7L36AAE,6/21/2021,0054v00000Edh2nAAB,Part Presenters,Closed Lost,EMEA 1
0014v00002KDI6mAAH,25000,6/30/2022,0064v00001wJFRaAAO,5/19/2022,0054v00000EfQRaAAN,Bin Picking,Closed Lost,EMEA 2
0016g00000FbbwwAAB,1462.4,6/21/2021,0064v00001s7LFoAAM,6/21/2021,0056g0000049sqhAAA,Parts,Closed Won,Strategic Sales
0016g00000BVwytAAD,698.18,6/22/2021,0064v00001s7KYQAA2,6/19/2021,0054v00000EIPG1AAP,Workstations,Closed Won,HVS 3
0014v00002YRjgKAAT,1124.16,5/19/2022,0064v00001wJFPoAAO,5/19/2022,0054v00000EdgdTAAR,Parts,Closed Won,EMEA 2
0016g00000CWwBjAAL,5351.15,8/5/2021,0064v00001s6ybhAAA,6/4/2021,0056g0000049sqhAAA,Robot Range Extender,Closed Won,Strategic Sales
0016g00000CWvOsAAL,709.91,6/4/2021,0064v00001s6yhkAAA,6/4/2021,0056g0000050oslAAA,Other Equipment - Other,Closed Won,HVS 1
0014v00002O4DqjAAF,75000,7/29/2021,0064v00001s70atAAA,6/7/2021,0054v00000EIPPmAAP,Cobot Palletizer,Closed Lost,HVS 3
0016g00000CWw0TAAT,17429.25,7/29/2022,0064v00001wJREiAAO,5/27/2022,0054v00000EEeOqAAL,Safety Enclosures,Project Quoted,HVS 2
0014v00002hGRQCAA4,2000,12/31/2022,0064v00001wJR4xAAG,5/27/2022,0054v00000EfQRfAAN,Jigs & Fixtures,Prospect,EMEA 2
0016g00000CWw0TAAT,10266.27,7/29/2022,0064v00001wJREjAAO,5/27/2022,0054v00000EEeOqAAL,Workstations,Project Quoted,HVS 2
0016g00000BVyFKAA1,130000,7/31/2022,0064v00001wJRKCAA4,5/27/2022,0054v00000E6aXFAAZ,Box Erecting,Prospect,HVS 3
0016g00000CWw2cAAD,87.77,5/27/2022,0064v00001wJRFCAA4,5/27/2022,0054v00000E76u6AAB,Parts,Closed Won,HVS 2
0014v00002hGSSJAA4,50000,7/29/2022,0064v00001wJRPvAAO,5/27/2022,0054v00000EdgdOAAR,Robotic Tending Cells,Project Discovery,EMEA 1
0016g00000CWvQzAAL,641.55,6/27/2022,0064v00001wJRQ5AAO,5/27/2022,0054v00000E76uaAAB,Workstations,Closed Won,HVS 4
0016g00000CYsSIAA1,150000,8/31/2022,0064v00001wJRSaAAO,5/27/2022,0054v00000EfS0vAAF,Custom Machines,Project Discovery,HVS 5
0016g00000CWvuUAAT,1000,6/30/2022,0064v00001wJRVjAAO,5/27/2022,0054v00000E76uaAAB,Support Structure,Project Discovery,HVS 4
0014v00002WGvOFAA1,1200,7/29/2022,0064v00001wJRPqAAO,5/27/2022,0054v00000E76uBAAR,Shelves & Racks,Project Quoted,HVS 4
0016g00000CWubcAAD,4573.66,6/13/2022,0064v00001wJROdAAO,5/27/2022,0056g0000056q5dAAA,Robot Pedestals & Bases,Closed Won,Strategic Sales
0014v00002hFM9AAAW,5000,11/30/2022,0064v00001wJRQtAAO,5/27/2022,0054v00000Ef8IGAAZ,Jigs & Fixtures,Prospect,HVS 4
0014v00002fsaNcAAI,150000,8/31/2022,0064v00001wJRTTAA4,5/27/2022,0054v00000Ef8IfAAJ,Cobot Palletizer,Project Discovery,HVS BOS
0014v00002dOTB3AAO,50000,9/30/2022,0064v00001wJRK2AAO,5/27/2022,0054v00000Ef8IfAAJ,Robot Range Extender,Project Discovery,HVS BOS
0016g00000CWv4lAAD,1700,6/10/2022,0064v00001wJO1PAAW,5/25/2022,0054v00000EfDVyAAN,Robot Pedestals & Bases,Closed Lost,HVS BOS
0014v00002hGFlGAAW,185000,8/31/2022,0064v00001wJOYIAA4,5/25/2022,0054v00000E76uVAAR,Cobot Palletizer,Project Discovery,HVS 4
0016g00000BVwJ3AAL,216.7,5/23/2022,0064v00001wJOYNAA4,5/25/2022,0054v00000E5wUpAAJ,Parts,Closed Won,HVS 1
0014v00002hFSruAAG,1353.16,6/14/2022,0064v00001wJNdqAAG,5/25/2022,0054v00000EfDVyAAN,Support Structure,Closed Won,HVS BOS
0014v00002hGCYQAA4,12000,7/31/2022,0064v00001wJNj5AAG,5/25/2022,0054v00000EeqrNAAR,Conveyors,Prospect,EMEA 2
0014v00002WHadgAAD,1906.12,6/30/2022,0064v00001wJOJhAAO,5/25/2022,0054v00000Ef8IfAAJ,Workstations,Closed Lost,HVS BOS
0016g00000CWvuaAAD,294.06,5/25/2022,0064v00001wJNcdAAG,5/25/2022,0056g0000049sqhAAA,Shelves & Racks,Closed Won,Strategic Sales
0016g00000CWw2FAAT,176.14,5/25/2022,0064v00001wJNo0AAG,5/25/2022,0056g0000050osWAAQ,Workstations,Closed Won,HVS 3
0016g00000CWvNvAAL,13377.68,6/2/2022,0064v00001wJNt0AAG,5/25/2022,0054v00000Ee1TPAAZ,Safety Enclosures,Closed Won,EMEA 1
0014v00002WGvOFAA1,200,8/31/2022,0064v00001wJNn7AAG,5/25/2022,0054v00000E76uBAAR,Parts,Closed Lost,HVS 4
0016g00000FbcSIAAZ,5000,6/30/2022,0064v00001wJNo5AAG,5/25/2022,0054v00000Ef8IuAAJ,Workstations,Closed Lost,HVS BOS
0014v00002hGC73AAG,33.4,5/25/2022,0064v00001wJNd7AAG,5/25/2022,0054v00000EfS0vAAF,Parts,Closed Won,HVS 5
0016g00000BVw1JAAT,1000,6/21/2022,0064v00001wJOJ8AAO,5/25/2022,0054v00000E76uaAAB,Jigs & Fixtures,Closed Lost,HVS 4
0014v00002MADx9AAH,50000,7/6/2022,0064v00001wJNucAAG,5/25/2022,0054v00000E76uBAAR,Robotic Tending Cells,Project Discovery,HVS 4
0014v00002hFyZCAA0,1000,6/30/2022,0064v00001wJNvpAAG,5/25/2022,0054v00000EflXAAAZ,Workstations,Closed Lost,HVS BOS
0014v00002is0X1AAI,20000,7/31/2022,0064v00001wJNa3AAG,5/25/2022,0054v00000EeqrNAAR,Gantry Robot,Project Quoted,EMEA 2
0016g00000BVy6ZAAT,2050.93,5/25/2022,0064v00001wJNn2AAG,5/25/2022,0054v00000Ef8JEAAZ,Support Structure,Closed Won,HVS BOS
0014v00002dOZ0LAAW,50000,8/31/2022,0064v00001wJNuNAAW,5/25/2022,0054v00000E6aXUAAZ,Robot with Framing,Prospect,HVS 3
0016g00000CWvRRAA1,74.31,5/24/2022,0064v00001wJNx2AAG,5/25/2022,0054v00000E5wUpAAJ,Parts,Closed Won,HVS 1
0014v00002hGE7CAAW,3000,8/31/2022,0064v00001wJOMCAA4,5/25/2022,0054v00000Edh3HAAR,Safety Enclosures,Project Discovery,HVS 1
0014v00002hEm8EAAS,75000,8/31/2022,0064v00001wJOCbAAO,5/25/2022,0054v00000EfDVtAAN,Robotic Tending Cells,Project Discovery,HVS 5
0014v00002LTIdkAAH,5000,11/30/2022,0064v00001wJNi7AAG,5/25/2022,0054v00000EfDVZAA3,Safety Enclosures,Project Discovery,HVS 1
0016g00000FbbsKAAR,15000,8/31/2022,0064v00001wJNq1AAG,5/25/2022,0056g00000572OUAAY,Robot Range Extender,Project Quoted,HVS 1
0016g00000BVxP3AAL,440,1/31/2023,0064v00001wJOGnAAO,5/25/2022,0054v00000Edh3RAAR,Industrial Carts,Design Review,HVS 5
0014v00002hGCrJAAW,150000,11/30/2022,0064v00001wJNteAAG,5/25/2022,0054v00000Ef8XLAAZ,Cobot Palletizer,Project Discovery,HVS 5
0016g00000CYv92AAD,150000,6/7/2022,0064v00001wJO5BAAW,5/25/2022,0054v00000EfDVyAAN,Sanding & Polishing,Closed Lost,HVS BOS
0014v00002YRSoLAAX,10000,7/14/2022,0064v00001wJOVEAA4,5/25/2022,0054v00000E6aXjAAJ,Custom Machines,Project Discovery,HVS 4
0016g00000CZSogAAH,66.21,5/25/2022,0064v00001wJOVTAA4,5/25/2022,0054v00000Ef8J4AAJ,Parts,Closed Won,HVS BOS
0014v00002O5EJVAA3,12000,7/15/2022,0064v00001wJOViAAO,5/25/2022,0054v00000E76uBAAR,Workstations,Project Discovery,HVS 4
0016g00000CWvAGAA1,233.13,5/25/2022,0064v00001wJOWbAAO,5/25/2022,0054v00000EflWvAAJ,Parts,Closed Won,Strategic Sales
0014v00002hDzlZAAS,90.27,5/6/2022,0064v00001wJNk3AAG,5/25/2022,0054v00000EEeO8AAL,Parts,Closed Won,HVS 4
0014v00002hGCShAAO,400,5/31/2022,0064v00001wJNgGAAW,5/25/2022,0054v00000EfQRfAAN,Support Structure,Closed Lost,EMEA 2
0016g00000VIcv6AAD,50000,8/31/2022,0064v00001wJNbaAAG,5/25/2022,0054v00000EegLCAAZ,Custom Machines,Project Discovery,HVS 3
0014v00002hDd3GAAS,4000,10/31/2022,0064v00001wJNgLAAW,5/25/2022,0054v00000Ef8XLAAZ,Workstations,Prospect,HVS 5
0014v00002WFyDHAA1,1016.4,6/6/2022,0064v00001wJNyFAAW,5/25/2022,0054v00000EIPPIAA5,Support Structure,Closed Won,HVS 2
0016g00000CWvScAAL,60000,6/30/2022,0064v00001wJNfXAAW,5/25/2022,0054v00000E5wVTAAZ,Robotic Tending Cells,Closed Lost,HVS 3
0014v00002hFMEAAA4,120000,8/31/2022,0064v00001wJOO3AAO,5/25/2022,0054v00000E76uaAAB,Robotic Tending Cells,Project Discovery,HVS 4
0016g00000CWw0lAAD,12000,8/31/2022,0064v00001wJNyZAAW,5/25/2022,0054v00000EfS0bAAF,Robot Range Extender,Design Review,HVS 5
0016g00000CYuxmAAD,4000,8/31/2022,0064v00001wJNpwAAG,5/25/2022,0054v00000Edh3HAAR,Safety Enclosures,Project Quoted,HVS 1
0016g00000BVvyUAAT,3000,12/31/2022,0064v00001wJOOXAA4,5/25/2022,0054v00000EEeP5AAL,Workstations,Prospect,HVS 1
0014v00002hGFQwAAO,80000,8/31/2022,0064v00001wJORMAA4,5/25/2022,0054v00000Ef8XLAAZ,Robotic Tending Cells,Project Discovery,HVS 5
0016g00000CZT0aAAH,9216.8,7/29/2022,0064v00001wJNu8AAG,5/25/2022,0054v00000E76uBAAR,Robot Range Extender,Project Quoted,HVS 4
0014v00002hGDHVAA4,5000,6/30/2022,0064v00001wJO7vAAG,5/25/2022,0054v00000EflXPAAZ,Gantry Robot,Closed Lost,HVS BOS
0016g00000CWvY9AAL,1400,5/31/2022,0064v00001wJNkSAAW,5/25/2022,0054v00000EfDVtAAN,Safety Enclosures,Closed Won,HVS 5
0014v00002QoHitAAF,6000,8/10/2022,0064v00001wJOItAAO,5/25/2022,0054v00000EflX5AAJ,Workstations,Project Discovery,HVS 4
0016g00000CWuz4AAD,1700,8/31/2022,0064v00001wJOI5AAO,5/25/2022,0054v00000EEeOqAAL,Robot Pedestals & Bases,Design Review,HVS 2
0014v00002dNygSAAS,16000,7/29/2022,0064v00001wJQ1gAAG,5/26/2022,0054v00000E76uBAAR,Conveyors,Closed Lost,HVS 4
0014v00002hGQ9bAAG,35000,12/31/2022,0064v00001wJQuKAAW,5/27/2022,0054v00000Eev0xAAB,Robotic Tending Cells,Project Discovery,EMEA 1
0014v00002O6033AAB,8360.65,5/27/2022,0064v00001wJQFiAAO,5/26/2022,0054v00000EEeP5AAL,Safety Enclosures,Closed Won,HVS 1
0014v00002WGCMCAA5,232000,7/31/2022,0064v00001wJQGWAA4,5/26/2022,0054v00000Edh3RAAR,Cobot Palletizer,Project Quoted,HVS 5
0016g00000CWvufAAD,142.6,5/27/2022,0064v00001wJQJVAA4,5/26/2022,0054v00000E5wVTAAZ,Parts,Closed Won,HVS 3
0016g00000JMLSvAAP,5900.86,6/21/2022,0064v00001wJPxjAAG,5/26/2022,0056g0000049sqgAAA,Safety Enclosures,Closed Won,Strategic Sales
0014v00002hGQ3cAAG,70000,7/31/2022,0064v00001wJQtqAAG,5/27/2022,0054v00000EfQRaAAN,Case Packing,Project Quoted,EMEA 2
0014v00002bN323AAC,35000,7/29/2022,0064v00001wJQ2PAAW,5/26/2022,0054v00000E76uGAAR,Conveyors,Closed Lost,HVS 2
0014v00002SUntGAAT,87.21,5/24/2022,0064v00001wJQATAA4,5/26/2022,0056g0000049sqgAAA,Parts,Closed Won,Strategic Sales
0014v00002bNTLSAA4,40.72,5/26/2022,0064v00001wJQ83AAG,5/26/2022,0054v00000E76uBAAR,Parts,Closed Won,HVS 4
0016g00000BVxFmAAL,184.64,5/26/2022,0064v00001wJQS8AAO,5/26/2022,0054v00000E76uVAAR,Parts,Closed Won,HVS 4
0016g00000BVyFOAA1,250000,10/28/2022,0064v00001wJQCKAA4,5/26/2022,0054v00000EIPPIAA5,Robotic Tending Cells,Project Discovery,HVS 2
0014v00002NibelAAB,1000,6/30/2022,0064v00001wJQyHAAW,5/27/2022,0054v00000EeqrNAAR,Robotic Tending Cells,Closed Lost,EMEA 2
0014v00002hGMOAAA4,10000,8/31/2022,0064v00001wJQ2KAAW,5/26/2022,0054v00000E5wVTAAZ,Conveyors,Closed Lost,HVS 3
0014v00002WFSo7AAH,3017.3,11/30/2022,0064v00001wJPyhAAG,5/26/2022,0054v00000Edh3RAAR,Support Structure,Project Discovery,HVS 5
0016g0000115tHIAAY,408.81,5/26/2022,0064v00001wJQHjAAO,5/26/2022,0054v00000EeKcBAAV,Parts,Closed Won,HVS 1
0014v00002hGMQzAAO,200000,8/31/2022,0064v00001wJQ7AAAW,5/26/2022,0054v00000E6aXFAAZ,Cobot Palletizer,Prospect,HVS 3
0014v00002WFSo7AAH,2467.92,11/30/2022,0064v00001wJQ4uAAG,5/26/2022,0054v00000Edh3RAAR,Support Structure,Project Discovery,HVS 5
0014v00002hGMiSAAW,1527.82,5/26/2022,0064v00001wJQCPAA4,5/26/2022,0054v00000EfS0vAAF,Parts,Closed Won,HVS 5
0014v00002JahEqAAJ,100000,8/31/2022,0064v00001wJQ8NAAW,5/26/2022,0054v00000Ef8IVAAZ,Industrial Robot Palletizer,Project Discovery,HVS BOS
0016g00000CWw9DAAT,15000,9/23/2022,0064v00001wJQboAAG,5/26/2022,0056g0000049sqgAAA,Robot Pedestals & Bases,Prospect,Strategic Sales
0014v00002hGN4YAAW,6000,7/29/2022,0064v00001wJQJzAAO,5/26/2022,0054v00000EflXAAAZ,Box Erecting,Prospect,HVS BOS
0016g00000CWud3AAD,622.39,5/26/2022,0064v00001wJQYQAA4,5/26/2022,0056g0000049sqgAAA,Jigs & Fixtures,Closed Won,Strategic Sales
0014v00002eXlO7AAK,50000,8/31/2022,0064v00001wJQVlAAO,5/26/2022,0054v00000Ef8XLAAZ,Custom Machines,Closed Lost,HVS 5
0016g00000BVwcAAAT,125000,8/31/2022,0064v00001wJPviAAG,5/26/2022,0054v00000EflWvAAJ,Cobot Palletizer,Project Discovery,Strategic Sales
0014v00002hGLTxAAO,2000,10/31/2022,0064v00001wJQQgAAO,5/26/2022,0054v00000Ef8XLAAZ,Shelves & Racks,Prospect,HVS 5
0016g00000BVxB7AAL,1000,11/30/2022,0064v00001wJPomAAG,5/26/2022,0054v00000Ef8XLAAZ,Support Structure,Prospect,HVS 5
0016g00000BVwu3AAD,5003.59,5/26/2022,0064v00001wJQ7ZAAW,5/26/2022,0054v00000EIPPhAAP,Robot Pedestals & Bases,Closed Won,HVS 2
0014v00002hGNBPAA4,111000,6/30/2022,0064v00001wJQMUAA4,5/26/2022,0054v00000EflXPAAZ,Conveyors,Closed Lost,HVS BOS
0016g00000Zq45tAAB,3139.81,5/26/2022,0064v00001wJQMtAAO,5/26/2022,0056g0000056q5dAAA,Jigs & Fixtures,Closed Won,Strategic Sales
0014v00002hGNUlAAO,763.63,5/26/2022,0064v00001wJQRyAAO,5/26/2022,0054v00000E5wVTAAZ,Parts,Closed Won,HVS 3
0014v00002SVNr4AAH,150000,7/31/2022,0064v00001wJPvEAAW,5/26/2022,0054v00000EeKcBAAV,Cobot Palletizer,Project Quoted,HVS 1
0014v00002hGMqgAAG,3854.19,7/29/2022,0064v00001wJQDhAAO,5/26/2022,0054v00000Ef8IVAAZ,Workstations,Design Review,HVS BOS
0016g00000BVweEAAT,860.4,5/26/2022,0064v00001wJQgtAAG,5/26/2022,0056g0000049sqgAAA,Parts,Closed Won,Strategic Sales
0014v00002KhE8mAAF,5000,6/24/2022,0064v00001wJQ4aAAG,5/26/2022,0054v00000EEeOCAA1,Jigs & Fixtures,Closed Lost,HVS 3
0014v00002fsi0FAAQ,200000,11/30/2022,0064v00001wJQReAAO,5/26/2022,0054v00000EfDVZAA3,Robot with Framing,Closed Lost,HVS 1
0016g00000BVweEAAT,1437.1,5/26/2022,0064v00001wJQXmAAO,5/26/2022,0056g0000049sqgAAA,Jigs & Fixtures,Closed Won,Strategic Sales
0014v00002WFSo7AAH,665.82,11/30/2022,0064v00001wJPzBAAW,5/26/2022,0054v00000Edh3RAAR,Workstations,Project Discovery,HVS 5
0016g00000CWvY9AAL,80000,7/31/2022,0064v00001wJQKEAA4,5/26/2022,0054v00000EfDVtAAN,Safety Enclosures,Design Review,HVS 5
0016g00000Zqi7uAAB,5000,6/30/2022,0064v00001wJQKTAA4,5/26/2022,0054v00000EeKcBAAV,Safety Enclosures,Closing Stage,HVS 1
0014v00002fu80qAAA,25000,12/31/2022,0064v00001wJQR5AAO,5/26/2022,0054v00000EflWvAAJ,Case Packing,Prospect,Strategic Sales
0014v00002hGNVPAA4,70000,7/15/2022,0064v00001wJQSNAA4,5/26/2022,0054v00000Ef8J4AAJ,Robotic Tending Cells,Project Discovery,HVS BOS
0016g00000CWvY9AAL,5500,7/31/2022,0064v00001wJQKYAA4,5/26/2022,0054v00000EfDVtAAN,Safety Enclosures,Design Review,HVS 5
0014v00002hFiyIAAS,2000,7/31/2022,0064v00001wJQZJAA4,5/26/2022,0054v00000Ef8IfAAJ,Workstations,Project Discovery,HVS BOS
0014v00002eYFMHAA4,150000,8/31/2022,0064v00001wJQXcAAO,5/26/2022,0054v00000Ef8IfAAJ,Robotic Tending Cells,Project Discovery,HVS BOS
0016g00000BVweEAAT,433.82,5/20/2022,0064v00001wJQ9QAAW,5/26/2022,0056g0000049sqgAAA,Parts,Closed Won,Strategic Sales
0016g00000CWw2FAAT,5000,11/30/2022,0064v00001wJQCjAAO,5/26/2022,0056g0000050osWAAQ,Robot Pedestals & Bases,Project Discovery,HVS 3
0016g00000BVvzUAAT,1023.63,5/24/2022,0064v00001wJMM4AAO,5/24/2022,0054v00000Ef8IGAAZ,Parts,Closed Won,HVS 4
